Date,BAJFINANCE,EICHERMOT,ADANIENT,TRENT,TITAN,BAJAJFINSV,BRITANNIA,APOLLOHOSP,ASIANPAINT,SHREECEM,HINDPETRO,HCLTECH,SHRIRAMFIN,DIVISLAB,INDUSINDBK
2022-08-26,7120.0,3440.0,3080.0,1366.0,2483.05,1642.3,3664.85,4207.0,3379.35,21712.6,140.35,948.55,267.0,3555.0,1098.0
2022-08-29,6881.0,3289.0,3055.0,1352.0,2457.25,1572.6,3618.0,4100.0,3247.0,21415.0,136.45,912.6,260.45,3525.0,1050.0
2022-08-30,7000.0,3321.8,3165.0,1362.55,2545.0,1639.0,3717.0,4251.5,3331.0,21960.0,139.3,926.9,266.4,3585.0,1071.8
2022-09-01,7228.6,3241.0,3200.0,1394.5,2592.95,1681.0,3730.0,4298.0,3315.0,22010.0,141.35,917.3,268.4,3577.3,1097.65
2022-09-02,7217.1,3451.0,3261.0,1419.0,2631.0,1769.5,3736.75,4309.8,3489.0,21586.0,143.65,931.2,268.0,3607.0,1116.95
2022-09-05,7190.7,3444.95,3374.1,1390.0,2625.0,1742.0,3681.0,4282.0,3425.05,21193.85,137.9,926.0,264.2,3590.0,1099.5
2022-09-06,7228.75,3412.0,3370.0,1405.0,2631.7,1742.5,3672.0,4298.9,3420.0,21293.0,139.15,936.0,266.75,3594.85,1115.0
2022-09-07,7078.0,3360.7,3435.8,1389.85,2607.0,1695.0,3600.0,4379.2,3392.0,21580.0,138.45,927.0,275.2,3577.0,1095.0
2022-09-08,7220.0,3400.6,3499.0,1427.9,2649.0,1728.0,3683.0,4400.0,3450.0,23350.0,143.25,936.4,274.8,3608.0,1103.0
2022-09-09,7300.0,3460.0,3479.0,1414.5,2652.0,1755.0,3685.5,4436.9,3483.7,24587.0,147.3,939.0,274.0,3571.0,1119.0
2022-09-12,7216.85,3484.0,3465.0,1385.0,2616.8,1738.0,3640.2,4473.0,3441.85,24599.0,142.9,955.15,266.25,3610.4,1144.3
2022-09-13,7330.0,3555.0,3478.0,1407.7,2680.0,1755.0,3665.0,4520.0,3432.0,24380.0,146.95,955.0,267.0,3680.0,1145.0
2022-09-14,7272.15,3452.0,3518.0,1443.95,2645.0,1769.0,3708.0,4405.35,3380.0,23750.0,141.65,933.3,264.65,3605.3,1148.6
2022-09-15,7489.95,3559.55,3590.0,1444.25,2714.15,1815.0,3765.0,4449.75,3440.0,24350.0,141.7,936.5,268.25,3670.1,1219.0
2022-09-16,7385.0,3635.0,3755.0,1439.0,2648.0,1772.2,3703.55,4342.0,3412.4,23965.0,138.6,915.1,265.95,3619.9,1195.85
2022-09-19,7275.0,3549.95,3718.95,1433.4,2611.75,1738.55,3635.0,4295.9,3320.65,23400.0,133.05,897.95,257.4,3574.0,1226.0
2022-09-20,7569.95,3624.65,3819.0,1427.0,2642.2,1785.0,3610.35,4316.5,3335.6,23518.15,135.15,902.3,259.05,3637.65,1241.25
2022-09-21,7640.0,3720.0,3837.65,1451.0,2688.0,1800.0,3646.0,4556.0,3405.0,23294.5,135.6,909.0,259.95,3633.7,1260.0
2022-09-22,7670.0,3680.0,3639.0,1461.95,2660.0,1786.8,3764.0,4569.55,3356.05,21862.35,133.65,897.6,252.6,3570.0,1219.0
2022-09-23,7714.8,3764.0,3732.0,1490.0,2737.6,1772.0,3825.95,4610.0,3435.0,21812.05,133.45,896.5,251.0,3580.1,1210.0
2022-09-26,7437.0,3669.85,3646.3,1420.0,2666.0,1700.0,3796.7,4418.45,3370.0,21150.0,129.95,891.25,238.25,3634.8,1170.0
2022-09-27,7325.0,3543.8,3596.0,1419.4,2669.95,1688.5,3806.45,4335.0,3454.85,20852.25,126.85,911.25,236.0,3672.0,1166.45
2022-09-28,7179.0,3529.0,3528.0,1387.0,2587.5,1670.0,3817.9,4229.0,3451.0,21040.0,125.65,913.0,231.95,3650.0,1155.2
2022-09-29,7312.5,3646.7,3583.5,1403.0,2594.85,1671.95,3871.45,4297.45,3563.45,20948.75,125.75,927.0,238.0,3721.9,1160.0
2022-09-30,7081.0,3623.95,3447.95,1397.7,2538.0,1625.75,3870.0,4352.2,3402.0,21242.0,124.05,921.9,240.0,3739.9,1141.0
2022-10-03,7337.0,3781.0,3440.0,1419.0,2625.0,1686.0,3862.0,4385.0,3348.0,21102.0,123.95,932.35,240.0,3700.0,1178.0
2022-10-04,7335.0,3524.0,3230.0,1410.0,2629.0,1682.0,3807.0,4430.0,3330.0,20890.0,125.6,942.5,236.0,3769.0,1184.9
2022-10-06,7550.0,3560.0,3270.0,1438.9,2598.05,1718.0,3837.25,4426.45,3337.75,21114.8,125.55,955.5,242.15,3799.0,1225.0
2022-10-07,7385.45,3531.35,3280.0,1455.0,2690.0,1708.0,3776.0,4379.6,3318.0,21250.3,125.65,965.0,239.4,3722.7,1201.0
2022-10-10,7265.0,3461.0,3234.0,1430.0,2710.0,1675.3,3750.0,4375.0,3280.0,21100.0,122.35,942.2,236.8,3682.8,1193.1
2022-10-11,7307.0,3549.15,3257.55,1446.25,2693.0,1684.4,3816.85,4362.35,3290.5,21210.0,122.35,968.1,235.0,3705.05,1215.0
2022-10-12,7205.0,3425.05,3297.0,1420.0,2630.0,1681.05,3746.55,4280.0,3335.0,20906.15,119.1,943.3,235.95,3510.0,1175.05
2022-10-13,7220.5,3467.8,3218.0,1422.95,2610.0,1692.95,3771.5,4270.1,3230.1,20870.0,120.35,972.05,242.2,3520.0,1189.05
2022-10-14,7300.0,3544.65,3272.0,1432.0,2640.0,1709.0,3800.1,4301.0,3235.0,21349.0,119.45,1005.0,240.0,3545.85,1201.25
2022-10-17,7254.95,3470.0,3211.0,1377.95,2613.9,1684.0,3801.9,4290.0,3185.5,20725.0,116.0,1005.7,236.05,3550.0,1178.0
2022-10-18,7400.0,3532.3,3249.0,1387.0,2638.15,1730.0,3796.6,4325.0,3218.0,20805.0,114.6,1000.0,241.95,3588.0,1207.0
2022-10-19,7417.0,3629.9,3300.0,1430.0,2654.35,1725.0,3770.0,4380.0,3242.0,21003.0,114.3,1006.5,245.0,3585.0,1227.9
2022-10-20,7369.95,3597.0,3260.0,1415.0,2640.0,1687.0,3763.0,4384.0,3198.0,21099.0,113.4,990.0,242.55,3582.0,1214.0
2022-10-21,7490.0,3651.15,3374.9,1425.5,2650.0,1731.5,3793.0,4344.15,3140.0,21940.0,116.95,1022.5,245.0,3667.0,1166.0
2022-10-24,7310.0,3684.9,3325.0,1446.35,2697.0,1712.85,3799.0,4410.2,3150.0,21250.0,118.5,1035.0,243.0,3629.9,1160.0
2022-10-25,7242.55,3677.0,3321.95,1430.0,2697.35,1700.0,3804.0,4437.8,3134.0,21088.0,117.0,1036.0,240.0,3616.4,1145.85
2022-10-27,7186.0,3741.05,3319.85,1433.95,2700.0,1671.65,3714.0,4445.0,3123.0,21365.0,119.0,1031.0,245.0,3634.0,1150.0
2022-10-28,7000.0,3721.0,3322.0,1470.5,2708.95,1639.15,3767.0,4454.25,3058.7,21600.0,119.6,1031.95,250.65,3639.2,1145.0
2022-10-31,7094.0,3764.5,3339.95,1460.0,2750.0,1665.0,3788.0,4582.1,3082.0,21760.5,121.0,1039.0,254.8,3567.45,1155.0
2022-11-01,7196.95,3889.65,3361.9,1544.95,2770.15,1692.0,3780.0,4577.0,3110.5,22800.0,121.55,1049.0,246.3,3626.0,1146.5
2022-11-02,7207.0,3849.8,3580.0,1565.0,2745.0,1705.0,3788.0,4512.0,3158.0,22700.0,120.4,1064.95,241.6,3836.45,1146.0
2022-11-03,7105.0,3698.0,3550.0,1511.0,2705.0,1697.9,3707.0,4370.0,3105.0,22330.0,122.1,1034.0,240.4,3785.0,1133.45
2022-11-04,7121.6,3695.0,3642.0,1549.8,2774.9,1722.9,3748.05,4410.0,3148.0,22721.0,116.6,1045.15,249.0,3781.45,1153.75
2022-11-07,7248.1,3680.2,3852.45,1517.7,2772.0,1813.2,3930.05,4384.45,3186.0,22970.0,116.0,1048.1,252.85,3749.0,1158.0
2022-11-09,7235.0,3791.95,3977.0,1506.95,2769.0,1797.7,4140.0,4347.0,3146.0,23500.0,120.3,1060.9,252.8,3419.0,1156.0
2022-11-10,7158.0,3739.4,3995.0,1495.0,2710.0,1745.0,4152.6,4374.5,3086.0,23000.0,115.6,1050.0,253.95,3298.75,1143.0
2022-11-11,7149.0,3730.0,4040.0,1472.1,2671.0,1740.0,4155.35,4386.0,3090.7,22530.0,116.9,1071.0,250.4,3315.0,1140.0
2022-11-14,7054.9,3537.25,3999.0,1433.55,2658.0,1724.0,4100.0,4430.0,3056.0,22864.0,117.5,1095.0,256.0,3287.8,1145.7
2022-11-15,7035.15,3520.0,4025.05,1424.1,2642.95,1723.4,4124.5,4560.0,3068.5,23130.0,118.3,1093.5,254.0,3280.0,1157.85
2022-11-16,7011.0,3515.05,4057.3,1416.15,2659.0,1713.7,4126.75,4605.0,3079.3,23140.0,119.35,1107.5,250.4,3327.0,1151.0
2022-11-17,6870.0,3500.0,3970.0,1396.0,2638.0,1685.6,4120.0,4490.0,3092.0,23215.0,118.45,1095.1,246.4,3299.0,1141.45
2022-11-18,6909.9,3449.9,4028.35,1403.7,2580.0,1668.0,4138.0,4430.0,3095.0,23350.0,119.65,1098.05,255.1,3306.45,1151.35
2022-11-21,6747.0,3390.45,4019.95,1378.95,2552.0,1654.4,4118.0,4403.95,3105.0,23050.0,119.1,1098.9,250.5,3275.55,1119.55
2022-11-22,6680.25,3380.45,4001.85,1380.0,2580.0,1635.05,4133.95,4420.95,3104.0,23223.5,121.95,1091.1,261.0,3282.3,1143.0
2022-11-23,6718.5,3391.95,4050.0,1408.15,2614.95,1651.6,4160.0,4482.3,3111.0,23370.0,121.25,1108.95,270.0,3322.15,1176.0
2022-11-24,6813.95,3397.85,3910.0,1414.0,2611.0,1639.0,4172.0,4630.0,3117.95,23359.95,123.15,1106.0,268.2,3316.0,1180.0
2022-11-25,6770.0,3394.25,3929.0,1430.0,2620.0,1634.0,4212.0,4815.0,3115.3,23304.0,126.95,1135.2,263.0,3294.0,1180.0
2022-11-28,6729.0,3413.7,3899.4,1421.0,2584.4,1630.0,4168.85,4761.0,3108.15,23120.2,131.0,1125.0,254.8,3352.0,1180.0
2022-11-29,6775.0,3450.4,3885.0,1439.0,2597.15,1649.0,4225.0,4725.0,3157.0,23450.0,138.35,1118.8,250.55,3377.65,1192.0
2022-11-30,6735.0,3419.8,3897.8,1456.95,2613.75,1634.2,4297.95,4719.2,3139.9,23299.95,138.0,1127.0,254.5,3377.7,1180.0
2022-12-01,6754.6,3489.6,3937.5,1473.55,2662.0,1634.8,4364.55,4765.0,3191.0,23900.0,138.4,1130.0,269.3,3409.9,1175.0
2022-12-02,6730.2,3435.0,3905.0,1464.0,2648.0,1632.2,4400.0,4771.0,3173.15,24000.0,136.65,1136.4,257.35,3395.0,1169.65
2022-12-05,6674.55,3328.1,3928.9,1462.65,2629.0,1650.0,4422.85,4885.0,3130.0,24090.0,136.0,1133.25,259.2,3394.95,1182.0
2022-12-06,6674.4,3335.0,3920.0,1470.0,2619.8,1630.0,4398.9,4770.35,3125.0,23720.0,133.0,1121.6,259.0,3360.0,1198.95
2022-12-07,6724.95,3299.75,4031.0,1476.05,2616.3,1635.4,4424.35,4804.7,3180.0,23970.0,130.65,1114.0,265.6,3356.0,1184.0
2022-12-08,6680.0,3284.9,4010.0,1466.0,2596.85,1610.0,4393.55,4738.0,3230.0,24260.0,135.35,1113.75,267.0,3341.0,1165.0
2022-12-09,6602.5,3335.0,4044.0,1468.0,2597.0,1622.0,4402.0,4728.0,3235.0,24484.0,139.0,1075.0,269.7,3300.0,1195.5
2022-12-12,6508.1,3341.0,3997.0,1455.0,2613.5,1586.15,4419.05,4677.0,3227.0,24370.05,138.95,1025.0,268.0,3275.0,1201.3
2022-12-13,6507.0,3306.0,4027.8,1449.0,2597.4,1600.1,4452.0,4746.0,3185.0,24330.0,146.85,1032.1,272.2,3347.8,1212.8
2022-12-14,6658.0,3329.0,4076.0,1444.2,2574.85,1619.75,4440.0,4712.0,3179.0,24270.0,143.85,1045.0,273.2,3370.0,1241.75
2022-12-15,6632.0,3368.0,4055.8,1449.25,2585.0,1620.0,4428.3,4679.95,3142.0,24340.0,141.15,1051.55,275.1,3393.85,1252.75
2022-12-16,6590.0,3290.0,4018.9,1427.25,2500.0,1599.0,4459.5,4638.0,3115.0,24200.0,143.6,1030.0,275.4,3340.9,1235.0
2022-12-19,6600.1,3292.0,3988.0,1395.0,2483.2,1595.05,4455.0,4600.0,3062.0,23775.0,142.25,1029.65,274.8,3329.6,1233.95
2022-12-20,6660.0,3370.0,4095.0,1418.05,2516.8,1614.95,4529.0,4610.35,3075.05,23810.0,140.75,1027.0,274.0,3347.0,1215.0
2022-12-21,6693.9,3330.0,4175.0,1411.0,2515.0,1618.5,4509.05,4610.8,3085.0,23770.0,139.45,1035.0,277.35,3355.0,1236.0
2022-12-22,6570.0,3274.0,3948.0,1368.0,2491.8,1586.1,4444.0,4795.0,3074.0,23600.0,135.35,1046.0,275.0,3534.0,1207.85
2022-12-23,6450.0,3190.1,3822.0,1315.0,2467.65,1524.3,4375.15,4765.7,3078.95,23699.95,132.05,1029.5,265.4,3490.0,1160.05
2022-12-26,6374.65,3115.0,3653.0,1289.95,2487.75,1496.9,4315.5,4723.7,3057.9,23289.95,130.0,1031.0,260.3,3529.95,1150.0
2022-12-27,6466.0,3174.95,3732.45,1358.7,2498.0,1545.0,4380.7,4685.0,3060.0,23760.0,133.65,1039.0,272.4,3434.0,1201.65
2022-12-28,6475.0,3188.15,3756.05,1345.0,2502.8,1534.7,4362.0,4652.0,3109.95,24100.0,133.25,1030.0,272.7,3470.0,1198.0
2022-12-29,6440.0,3181.05,3790.0,1341.05,2555.0,1515.0,4375.0,4588.65,3101.0,24110.0,132.95,1030.0,269.8,3451.0,1206.0
2022-12-30,6550.0,3290.0,3829.7,1355.35,2564.0,1528.0,4355.2,4550.0,3130.75,23400.0,134.95,1050.0,266.0,3448.6,1238.0
2023-01-02,6565.0,3227.0,3870.0,1358.0,2607.0,1550.0,4379.95,4488.0,3087.9,23296.5,136.3,1039.1,276.2,3420.0,1220.1
2023-01-03,6565.0,3228.85,3841.9,1342.0,2568.0,1549.0,4255.1,4467.0,3047.0,23470.0,136.35,1039.0,273.75,3372.65,1226.55
2023-01-04,6595.0,3224.0,3839.0,1346.05,2618.8,1562.0,4254.95,4495.0,3035.0,23699.95,138.35,1036.2,269.6,3390.2,1258.0
2023-01-05,6490.0,3229.0,3827.05,1312.0,2591.0,1548.0,4235.0,4455.5,3039.55,24129.95,141.45,1041.8,267.2,3435.55,1229.25
2023-01-06,6130.0,3260.0,3829.0,1281.0,2560.0,1473.55,4313.2,4442.05,3010.0,24300.0,142.85,1044.0,265.0,3461.85,1214.0
2023-01-09,6020.0,3266.9,3843.0,1253.8,2529.95,1447.0,4380.0,4424.35,2993.3,23972.35,145.6,1044.95,260.0,3475.0,1190.15
2023-01-10,5999.0,3262.0,3859.0,1225.0,2495.0,1429.0,4360.0,4410.0,2984.15,23840.0,143.25,1061.0,264.55,3466.0,1215.0
2023-01-11,5930.0,3167.55,3660.0,1230.1,2473.0,1418.0,4326.0,4474.0,2974.9,23600.0,145.65,1069.0,266.8,3500.0,1232.4
2023-01-12,5906.55,3150.0,3642.5,1215.0,2450.0,1405.0,4319.3,4370.95,2939.0,23530.0,150.8,1061.0,268.3,3425.0,1214.0
2023-01-13,5920.0,3105.0,3651.2,1214.0,2456.9,1394.75,4304.0,4365.0,2925.0,23998.0,144.65,1043.9,262.0,3321.85,1213.0
2023-01-16,6000.0,3155.55,3720.0,1206.95,2428.0,1398.15,4336.1,4364.25,2925.0,24120.0,146.85,1087.0,257.8,3362.2,1240.0
2023-01-17,6019.95,3152.0,3620.0,1199.95,2405.0,1389.0,4309.0,4316.2,2925.0,24000.0,144.75,1097.9,255.55,3340.0,1240.0
2023-01-18,6003.95,3171.0,3648.0,1198.0,2418.0,1379.8,4360.0,4337.0,2947.95,24015.05,140.45,1118.95,255.6,3351.6,1232.0
2023-01-19,5983.0,3163.05,3470.0,1222.95,2392.5,1365.0,4379.8,4339.8,2954.9,24000.0,141.25,1102.35,256.8,3375.0,1215.0
2023-01-20,6012.5,3175.0,3450.0,1204.6,2389.95,1360.0,4362.0,4302.0,2848.0,24350.0,142.65,1111.05,258.8,3382.0,1208.6
2023-01-23,5881.0,3166.3,3443.05,1188.25,2383.95,1330.0,4330.0,4294.4,2800.0,24449.95,144.3,1111.0,256.4,3343.1,1212.7
2023-01-24,5892.35,3219.4,3447.45,1177.0,2372.5,1336.25,4350.8,4349.95,2795.0,23152.25,146.0,1125.9,257.6,3390.0,1206.3
2023-01-25,5850.05,3226.55,3422.0,1205.85,2370.0,1334.9,4384.0,4314.95,2810.9,22650.0,144.5,1134.85,253.7,3350.05,1210.0
2023-01-27,5815.0,3229.95,3335.0,1212.0,2368.4,1315.1,4435.0,4228.0,2766.6,22257.55,144.85,1122.75,251.0,3359.6,1163.05
2023-01-30,5770.05,3160.1,2850.0,1179.9,2332.0,1320.8,4396.5,4236.5,2724.0,21860.0,136.05,1115.6,247.8,3399.95,1110.0
2023-01-31,6050.0,3201.05,2980.0,1180.35,2347.0,1354.4,4418.0,4239.5,2760.0,22704.2,136.85,1136.0,249.5,3375.0,1097.05
2023-02-01,5944.0,3280.0,2995.0,1204.0,2408.55,1348.0,4329.9,4275.0,2749.8,23740.2,137.0,1137.0,265.6,3332.15,1094.0
2023-02-02,5819.0,3265.0,2348.85,1215.1,2341.05,1269.0,4518.95,4262.0,2741.0,23850.0,136.35,1137.8,258.6,3328.05,1034.9
2023-02-03,5770.0,3233.4,1490.0,1217.0,2320.1,1305.0,4590.0,4245.0,2705.65,24500.0,133.6,1154.0,254.25,3270.0,1110.0
2023-02-06,6000.0,3295.0,1575.0,1241.0,2474.85,1337.45,4605.0,4211.0,2760.4,24318.95,131.6,1135.2,252.0,2810.0,1109.0
2023-02-07,6122.95,3277.05,1571.0,1232.1,2456.3,1345.15,4639.0,4305.0,2762.0,24132.0,134.3,1147.85,258.8,2790.15,1134.0
2023-02-08,6165.0,3275.0,1869.85,1212.1,2447.0,1356.95,4604.95,4320.0,2768.0,24368.85,133.45,1133.9,259.55,2757.95,1144.0
2023-02-09,6374.9,3236.05,2168.0,1290.0,2467.0,1370.0,4594.85,4347.35,2781.95,23960.0,131.95,1144.0,261.7,2771.05,1150.15
2023-02-10,6453.95,3225.05,1769.0,1341.9,2452.0,1406.0,4660.0,4385.4,2830.0,23292.5,135.65,1125.8,264.0,2823.15,1160.0
2023-02-13,6434.95,3225.0,1850.0,1335.0,2480.0,1404.0,4600.0,4430.4,2814.5,23999.0,134.35,1121.25,255.7,2825.35,1165.0
2023-02-14,6353.8,3261.95,1735.0,1307.35,2528.95,1390.0,4590.3,4380.45,2804.75,24145.8,133.0,1121.0,252.4,2798.4,1160.7
2023-02-15,6450.0,3203.0,1780.0,1318.55,2503.45,1398.0,4599.85,4170.0,2777.0,24560.0,134.8,1125.0,253.1,2790.05,1155.0
2023-02-16,6505.0,3329.95,1820.0,1350.0,2530.0,1429.0,4597.0,4509.95,2797.0,24904.0,135.4,1138.6,256.4,2835.0,1155.35
2023-02-17,6410.0,3287.05,1800.0,1360.0,2515.0,1420.05,4570.0,4640.15,2802.95,24950.0,133.45,1121.7,250.0,2876.0,1142.0
2023-02-20,6425.0,3300.0,1650.0,1360.05,2500.0,1418.0,4535.25,4593.0,2845.0,25600.0,135.95,1109.55,251.75,2834.5,1117.25
2023-02-21,6395.0,3290.0,1626.0,1343.0,2485.95,1409.4,4454.95,4611.0,2837.0,26460.05,133.75,1121.0,249.4,2910.75,1110.0
2023-02-22,6331.0,3270.0,1535.0,1328.95,2451.95,1389.9,4505.0,4505.0,2809.95,26530.0,127.65,1095.0,242.2,2915.6,1096.75
2023-02-23,6214.0,3265.0,1380.0,1345.0,2432.5,1362.0,4490.0,4471.35,2805.0,26219.95,128.4,1104.8,242.0,2920.55,1092.7
2023-02-24,6253.75,3249.9,1410.0,1332.0,2400.0,1353.7,4460.0,4455.05,2712.1,25750.0,127.25,1097.0,240.55,2879.95,1080.05
2023-02-27,6215.0,3200.0,1300.0,1306.25,2399.1,1357.95,4428.55,4485.0,2740.4,25350.0,124.2,1090.0,243.7,2917.0,1079.95
2023-02-28,6220.0,3132.0,1145.0,1288.85,2401.1,1364.2,4390.0,4449.0,2750.0,25773.3,121.85,1083.5,241.0,2867.1,1082.5
2023-03-01,6100.1,3106.0,1424.0,1286.5,2370.0,1335.7,4439.0,4401.65,2828.0,25910.0,123.15,1077.35,241.4,2836.5,1077.05
2023-03-02,6165.2,3155.1,1499.9,1291.5,2382.35,1375.0,4390.0,4429.0,2831.0,26299.95,122.9,1090.3,244.6,2859.0,1099.95
2023-03-03,6121.8,3141.15,1688.85,1290.0,2370.0,1357.0,4400.0,4416.75,2837.05,26455.0,125.45,1115.0,243.15,2862.0,1109.0
2023-03-06,6140.0,3138.0,1966.7,1306.6,2412.55,1357.25,4389.0,4416.0,2843.0,25750.0,125.6,1129.0,244.0,2860.0,1132.0
2023-03-08,6129.0,3166.0,2040.0,1319.05,2396.4,1375.0,4319.85,4414.9,2870.0,25371.0,125.8,1112.0,249.0,2847.95,1109.65
2023-03-09,6000.0,3211.0,2049.8,1346.4,2400.8,1378.0,4339.65,4399.0,2862.0,26130.0,128.25,1121.95,256.0,2838.45,1174.25
2023-03-10,5865.0,3134.95,1870.0,1324.55,2354.85,1340.0,4307.4,4399.7,2844.0,25400.0,129.65,1105.0,257.0,2800.0,1155.1
2023-03-13,5869.0,3117.0,1917.0,1341.0,2372.75,1326.0,4309.0,4327.0,2823.5,26030.05,131.65,1120.95,254.15,2788.0,1119.0
2023-03-14,5840.0,3033.4,1874.0,1331.1,2336.95,1300.0,4315.0,4345.0,2782.95,25766.95,131.05,1098.55,250.2,2780.05,1060.1
2023-03-15,5800.0,3044.8,1760.9,1345.0,2380.0,1290.0,4315.0,4334.75,2772.2,25400.0,133.0,1095.05,250.2,2758.0,1079.8
2023-03-16,5729.7,3021.7,1861.0,1320.0,2413.5,1285.5,4263.95,4330.95,2850.0,25399.0,134.35,1083.95,246.4,2774.0,1040.0
2023-03-17,5740.05,3052.0,1901.0,1349.0,2467.15,1304.95,4325.95,4340.0,2923.95,25472.95,143.0,1088.2,251.3,2815.65,1038.0
2023-03-20,5739.0,2974.6,1837.0,1366.0,2462.0,1305.0,4364.6,4322.0,2915.0,25327.15,143.95,1105.0,255.0,2825.6,1020.0
2023-03-21,5601.8,2966.8,1836.95,1346.35,2475.0,1259.0,4355.0,4320.0,2858.15,25190.0,144.15,1099.0,246.7,2814.25,1007.35
2023-03-22,5749.8,2949.5,1834.0,1323.1,2517.95,1271.0,4279.0,4275.05,2825.0,25227.45,142.2,1091.95,252.4,2770.9,1028.0
2023-03-23,5809.5,2942.2,1794.0,1332.5,2510.0,1291.95,4250.0,4276.0,2817.1,25400.05,142.0,1077.0,248.4,2790.65,1028.15
2023-03-24,5803.9,2925.0,1796.0,1345.0,2516.8,1281.3,4242.0,4277.5,2797.8,25413.15,140.35,1073.0,250.85,2817.2,1019.0
2023-03-27,5698.0,2913.6,1740.65,1316.65,2480.0,1245.0,4224.05,4304.7,2798.5,25450.0,138.9,1053.3,246.4,2809.95,1014.0
2023-03-28,5621.05,2894.8,1727.95,1336.0,2502.9,1245.3,4229.5,4334.8,2791.0,25560.0,135.6,1056.8,242.2,2838.15,1017.7
2023-03-29,5562.15,2858.5,1602.95,1288.0,2500.3,1229.3,4205.0,4333.6,2784.45,25192.9,134.8,1046.0,245.2,2810.0,1031.0
2023-03-31,5694.0,2923.1,1788.0,1336.0,2526.95,1252.3,4277.45,4384.85,2756.05,25835.0,135.85,1083.4,250.6,2834.4,1063.0
2023-04-03,5655.0,3050.0,1750.45,1393.0,2525.9,1273.0,4344.0,4343.5,2746.95,26299.95,132.35,1089.95,253.2,2850.0,1073.0
2023-04-05,5832.0,2982.0,1717.45,1360.0,2560.0,1296.0,4334.0,4250.0,2760.0,26205.0,130.0,1085.35,256.2,2887.0,1089.0
2023-04-06,5761.0,2948.7,1705.0,1367.0,2583.0,1279.3,4327.8,4217.0,2807.45,26401.05,130.2,1109.05,257.2,2889.8,1067.2
2023-04-10,5944.95,2980.0,1774.0,1367.25,2568.0,1311.0,4299.8,4215.0,2810.0,26125.1,130.95,1091.85,260.75,2946.75,1082.0
2023-04-11,5858.0,2970.45,1810.0,1356.1,2583.7,1312.95,4266.4,4263.0,2790.0,26000.75,132.05,1104.0,260.95,2909.7,1077.4
2023-04-12,5837.0,3035.0,1814.0,1354.15,2580.05,1321.0,4277.35,4287.7,2755.55,26201.4,133.0,1092.0,259.8,2941.0,1073.5
2023-04-13,5856.95,3140.0,1855.0,1367.9,2588.0,1320.9,4239.0,4329.0,2786.7,26200.0,130.4,1089.0,261.8,3209.95,1073.0
2023-04-17,5998.0,3235.0,1870.75,1356.0,2600.0,1345.0,4278.0,4410.0,2825.0,25850.0,129.35,1055.0,260.0,3183.95,1107.4
2023-04-18,5975.0,3228.65,1892.0,1363.3,2603.05,1340.0,4350.95,4380.0,2848.0,25600.0,130.95,1049.55,265.45,3174.0,1130.0
2023-04-19,5915.65,3263.95,1847.0,1361.0,2580.05,1335.0,4326.0,4355.0,2836.35,25340.0,131.5,1073.95,269.45,3261.0,1143.0
2023-04-20,5960.0,3308.7,1855.0,1363.65,2577.65,1333.95,4295.0,4320.3,2820.0,24824.95,138.9,1040.0,274.0,3334.7,1118.95
2023-04-21,5913.0,3240.0,1846.0,1401.0,2593.6,1336.5,4259.0,4340.0,2847.1,24299.0,139.85,1054.0,271.1,3207.15,1126.2
2023-04-24,5940.0,3204.0,1804.0,1393.75,2571.1,1315.1,4327.8,4362.3,2882.1,24048.2,139.95,1057.0,272.2,3240.0,1130.75
2023-04-25,5959.9,3175.0,1806.0,1388.0,2634.85,1325.0,4313.0,4409.95,2891.05,23960.0,141.3,1050.45,279.95,3198.0,1119.95
2023-04-26,6100.0,3230.0,1854.0,1378.85,2633.0,1345.8,4400.0,4419.95,2896.95,23999.95,142.55,1055.0,287.95,3202.4,1117.75
2023-04-27,6075.0,3248.3,1848.0,1378.0,2641.0,1352.5,4407.0,4419.85,2915.5,24039.0,145.2,1065.55,280.0,3220.0,1140.0
2023-04-28,6243.9,3275.0,1868.05,1375.0,2672.45,1368.95,4415.95,4442.95,2919.95,23848.0,146.65,1059.95,270.0,3248.0,1148.75
2023-05-02,6330.0,3326.95,1935.0,1370.0,2657.0,1360.0,4565.25,4529.75,2910.95,24350.0,146.55,1064.1,269.8,3268.05,1158.95
2023-05-03,6238.05,3367.9,1919.0,1409.45,2675.0,1345.0,4490.0,4509.75,2918.0,24130.0,149.45,1062.0,264.6,3253.0,1142.5
2023-05-04,6197.0,3341.0,1839.05,1394.95,2679.7,1342.3,4527.05,4510.0,2948.0,24250.0,151.7,1056.05,265.2,3268.75,1146.15
2023-05-05,6379.95,3339.3,1954.8,1404.7,2670.6,1371.5,4594.65,4550.0,2971.0,24410.0,152.0,1066.8,265.6,3292.0,1131.0
2023-05-08,6394.45,3371.0,1920.3,1417.0,2732.95,1367.8,4640.0,4611.0,3015.0,24520.0,148.8,1058.0,265.8,3299.0,1087.0
2023-05-09,6650.0,3410.0,1900.0,1422.05,2753.3,1410.95,4624.0,4645.9,3016.05,24600.4,148.65,1071.0,271.75,3303.9,1135.0
2023-05-10,6590.95,3396.6,1899.0,1440.0,2760.0,1419.0,4629.7,4593.05,3042.95,24275.7,150.55,1084.15,272.2,3400.0,1155.0
